,property_type,region,area_m2,price_usd,lat,lon,state
5320,apartment,Southeast,97.0,88378.25,-20.6530898,-40.4868586,Espírito Santo
5321,apartment,Southeast,89.0,90494.91,-20.328533,-40.280777,Espírito Santo
5323,apartment,Southeast,85.0,109217.99,-20.365431,-40.302483,Espírito Santo
5324,apartment,Southeast,120.0,199712.91,-20.328533,-40.280777,Espírito Santo
5325,apartment,Southeast,115.0,184110.34,-20.3169491,-40.2985949,Espírito Santo
5326,apartment,Southeast,141.0,121700.05,-20.328533,-40.280777,Espírito Santo
5327,apartment,Southeast,115.0,215315.48,-20.365431,-40.302483,Espírito Santo
5329,apartment,Southeast,60.0,156025.71,-20.365431,-40.302483,Espírito Santo
5330,apartment,Southeast,115.0,149784.68,-20.365431,-40.302483,Espírito Santo
5331,apartment,Southeast,93.0,180989.82,-20.330212,-40.280708,Espírito Santo
5332,house,Southeast,180.0,82069.52,-20.4163600444,-40.3322062422,Espírito Santo
5333,apartment,Southeast,85.0,140423.14,-20.3430253,-40.2862522,Espírito Santo
5334,apartment,Southeast,120.0,163826.99,-20.328533,-40.280777,Espírito Santo
5335,apartment,Southeast,85.0,78012.85,-20.328533,-40.280777,Espírito Santo
5336,house,Southeast,118.0,148224.42,-20.4163905,-40.3322131,Espírito Santo
5338,apartment,Southeast,170.0,265243.71,-20.328533,-40.280777,Espírito Santo
5340,apartment,Southeast,120.0,102976.97,-20.328533,-40.280777,Espírito Santo
5341,apartment,Southeast,60.0,85814.14,-20.365431,-40.302483,Espírito Santo
5342,apartment,Southeast,146.0,499282.28,-20.328533,-40.280777,Espírito Santo
5343,apartment,Southeast,75.0,95175.68,-20.365431,-40.302483,Espírito Santo
5344,apartment,Southeast,98.0,177869.31,-20.312469,-40.293365,Espírito Santo
5345,apartment,Southeast,57.0,81133.37,-20.329082,-40.280891,Espírito Santo
5346,apartment,Southeast,163.0,296448.85,-20.332952,-40.28278,Espírito Santo
5347,apartment,Southeast,135.0,196592.39,-20.328533,-40.280777,Espírito Santo
5348,apartment,Southeast,81.0,90494.91,-20.365431,-40.302483,Espírito Santo
5349,apartment,Southeast,80.0,156025.71,-20.328533,-40.280777,Espírito Santo
5350,apartment,Southeast,75.0,171316.23,-20.328533,-40.280777,Espírito Santo
5351,apartment,Southeast,75.0,82065.52,-20.6475867,-40.4773254,Espírito Santo
5352,apartment,Southeast,110.0,126254.65,-20.6514617,-40.4756215,Espírito Santo
5354,apartment,Southeast,60.0,94690.99,-20.6530898,-40.4868586,Espírito Santo
5355,apartment,Southeast,78.0,85221.89,-20.6552617,-40.498058,Espírito Santo
5356,house,Southeast,250.0,198152.65,-20.3684521,-40.3822031,Espírito Santo
5357,apartment,Southeast,109.0,212194.96,-20.330837,-40.281185,Espírito Santo
5358,apartment,Southeast,90.0,209074.45,-20.328533,-40.280777,Espírito Santo
5359,apartment,Southeast,150.0,227797.54,-20.328533,-40.280777,Espírito Santo
5361,apartment,Southeast,61.0,96735.94,-20.365431,-40.302483,Espírito Santo
5362,apartment,Southeast,65.0,124820.57,-20.34865,-40.288002,Espírito Santo
5363,apartment,Southeast,158.0,218435.68,-20.332193,-40.289715,Espírito Santo
5364,apartment,Southeast,130.0,212194.96,-20.328533,-40.280777,Espírito Santo
5365,apartment,Southeast,90.0,171628.28,-20.328533,-40.280777,Espírito Santo
5366,apartment,Southeast,70.0,88378.25,-20.6508805,-40.4891787,Espírito Santo
5367,apartment,Southeast,130.0,187230.85,-20.365431,-40.302483,Espírito Santo
5368,apartment,Southeast,86.0,124508.51,-20.341768,-40.290421,Espírito Santo
5369,apartment,Southeast,62.0,79573.11,-20.4141445,-40.3380171,Espírito Santo
5370,apartment,Southeast,72.0,115459.02,-20.365431,-40.302483,Espírito Santo
5371,apartment,Southeast,100.0,171628.28,-20.365431,-40.302483,Espírito Santo
5372,apartment,Southeast,150.0,134182.11,-20.328533,-40.280777,Espírito Santo
5373,house,Southeast,110.0,131061.59,-20.4775775,-40.3508669,Espírito Santo
5374,apartment,Southeast,100.0,174748.79,-20.328533,-40.280777,Espírito Santo
5375,apartment,Southeast,160.0,265243.71,-20.296686,-40.295238,Espírito Santo
5376,apartment,Southeast,85.0,131061.59,-20.328533,-40.280777,Espírito Santo
5377,apartment,Southeast,130.0,224677.02,-20.365431,-40.302483,Espírito Santo
5378,apartment,Southeast,85.0,131061.59,-20.328533,-40.280777,Espírito Santo
5379,apartment,Southeast,75.0,83317.73,-20.365431,-40.302483,Espírito Santo
5381,apartment,Southeast,75.0,124820.57,-20.328533,-40.280777,Espírito Santo
5382,apartment,Southeast,178.0,171628.28,-20.328533,-40.280777,Espírito Santo
5383,apartment,Southeast,111.0,218435.99,-20.328533,-40.280777,Espírito Santo
5387,apartment,Southeast,120.0,156025.71,-20.328533,-40.280777,Espírito Santo
5388,apartment,Southeast,120.0,156025.71,-20.346645,-40.285301,Espírito Santo
5390,apartment,Southeast,79.0,117019.28,-20.328533,-40.280777,Espírito Santo
5391,apartment,Southeast,61.0,112338.51,-20.365431,-40.302483,Espírito Santo
5392,apartment,Southeast,90.0,87374.39,-20.328533,-40.280777,Espírito Santo
5393,apartment,Southeast,90.0,93615.42,-20.328533,-40.280777,Espírito Santo
5394,apartment,Southeast,84.0,106097.48,-20.341768,-40.290421,Espírito Santo
5395,apartment,Southeast,80.0,124820.57,-20.328533,-40.280777,Espírito Santo
5396,apartment,Southeast,63.0,92055.17,-20.34865,-40.288002,Espírito Santo
5397,apartment,Southeast,85.0,82693.62,-20.358742,-40.317795,Espírito Santo
5398,apartment,Southeast,85.0,117019.28,-20.328533,-40.280777,Espírito Santo
5399,apartment,Southeast,85.0,117019.28,-20.328533,-40.280777,Espírito Santo
5400,apartment,Southeast,89.0,112338.51,-20.328533,-40.280777,Espírito Santo
5401,house,Southeast,155.0,82693.62,-20.4161598293,-40.3341375737,Espírito Santo
5402,apartment,Southeast,72.0,112338.51,-20.365431,-40.302483,Espírito Santo
5403,apartment,Southeast,90.0,88378.25,-20.6530898,-40.4868586,Espírito Santo
5404,apartment,Southeast,110.0,183069.25,-20.668156351,-40.4969968153,Espírito Santo
5405,apartment,Southeast,90.0,75752.79,-20.6525916,-40.4836928,Espírito Santo
5406,apartment,Southeast,75.0,78909.15,-20.6530898,-40.4868586,Espírito Santo
5407,apartment,Southeast,100.0,193471.88,-20.328533,-40.280777,Espírito Santo
5408,apartment,Southeast,110.0,156025.71,-20.365431,-40.302483,Espírito Santo
5409,apartment,Southeast,180.0,243400.11,-20.332193,-40.289715,Espírito Santo
5410,apartment,Southeast,115.0,163826.99,-20.365431,-40.302483,Espírito Santo
5411,apartment,Southeast,70.0,109217.99,-20.328533,-40.280777,Espírito Santo
5412,apartment,Southeast,70.0,118579.54,-20.328533,-40.280777,Espírito Santo
5413,apartment,Southeast,125.0,131061.59,-20.328533,-40.280777,Espírito Santo
5414,apartment,Southeast,145.0,279286.02,-20.328533,-40.280777,Espírito Santo
5415,apartment,Southeast,70.0,112338.51,-20.328533,-40.280777,Espírito Santo
5416,apartment,Southeast,130.0,236727.47,-20.6525916,-40.4836928,Espírito Santo
5417,house,Southeast,130.0,118579.54,-20.508905,-40.372643,Espírito Santo
5418,house,Southeast,80.0,109217.99,-20.3833732,-40.3224679,Espírito Santo
5419,house,Southeast,100.0,98296.19,-20.3595311,-40.3073703,Espírito Santo
5420,house,Southeast,120.0,154465.45,-20.365431,-40.302483,Espírito Santo
5422,apartment,Southeast,90.0,98296.19,-20.328533,-40.280777,Espírito Santo
5423,apartment,Southeast,105.0,116785.55,-20.6514617,-40.4756215,Espírito Santo
5424,apartment,Southeast,110.0,190351.36,-20.365431,-40.302483,Espírito Santo
5425,house,Southeast,126.0,113898.77,-20.526928,-40.373917,Espírito Santo
5426,apartment,Southeast,68.0,124820.57,-20.328533,-40.280777,Espírito Santo
5427,apartment,Southeast,70.0,96735.94,-20.328533,-40.280777,Espírito Santo
5428,apartment,Southeast,69.0,81133.37,-20.365431,-40.302483,Espírito Santo
5429,apartment,Southeast,65.0,88934.65,-20.365431,-40.302483,Espírito Santo
5430,apartment,Southeast,150.0,374461.71,-20.330212,-40.280708,Espírito Santo
5431,apartment,Southeast,70.0,115459.02,-20.34586,-40.287907,Espírito Santo
5432,apartment,Southeast,100.0,193471.88,-20.328533,-40.280777,Espírito Santo
5433,apartment,Southeast,65.0,120139.79,-20.328533,-40.280777,Espírito Santo
5434,apartment,Southeast,120.0,187230.85,-20.328533,-40.280777,Espírito Santo
5435,apartment,Southeast,65.0,121700.05,-20.328533,-40.280777,Espírito Santo
5436,apartment,Southeast,65.0,127941.08,-20.328533,-40.280777,Espírito Santo
5437,apartment,Southeast,65.0,90494.91,-20.328533,-40.280777,Espírito Santo
5438,apartment,Southeast,72.0,112338.51,-20.365431,-40.302483,Espírito Santo
5439,house,Southeast,200.0,131061.59,-20.4173258888,-40.3328938031,Espírito Santo
5440,apartment,Southeast,58.0,82693.62,-20.365431,-40.302483,Espírito Santo
5441,house,Southeast,180.0,131061.59,-20.3796325,-40.3133023,Espírito Santo
5442,apartment,Southeast,84.0,118579.54,-20.341768,-40.290421,Espírito Santo
5443,apartment,Southeast,84.0,115459.02,-20.341768,-40.290421,Espírito Santo
5444,apartment,Southeast,163.0,296448.85,-20.332952,-40.28278,Espírito Santo
5445,apartment,Southeast,58.0,84253.88,-20.328533,-40.280777,Espírito Santo
5446,apartment,Southeast,80.0,137302.62,-20.341166,-40.286499,Espírito Santo
5447,apartment,Southeast,125.0,123793.8,-20.328533,-40.280777,Espírito Santo
5448,apartment,Southeast,61.0,90494.91,-20.365431,-40.302483,Espírito Santo
5449,apartment,Southeast,70.0,131061.59,-20.365431,-40.302483,Espírito Santo
5450,apartment,Southeast,90.0,202833.42,-20.365431,-40.302483,Espírito Santo
5451,apartment,Southeast,87.0,180989.82,-20.365431,-40.302483,Espírito Santo
5452,apartment,Southeast,66.0,140423.14,-20.365431,-40.302483,Espírito Santo
5453,apartment,Southeast,140.0,202833.42,-20.328533,-40.280777,Espírito Santo
5454,house,Southeast,180.0,180989.82,-20.3727055,-40.3128523,Espírito Santo
5455,apartment,Southeast,167.0,321412.96,-20.328533,-40.280777,Espírito Santo
5456,apartment,Southeast,148.0,296448.85,-20.328533,-40.280777,Espírito Santo
5457,apartment,Southeast,72.0,99856.45,-20.365431,-40.302483,Espírito Santo
5458,apartment,Southeast,130.0,134182.11,-20.328533,-40.280777,Espírito Santo
5459,apartment,Southeast,64.0,87374.39,-20.365431,-40.302483,Espírito Santo
5460,house,Southeast,200.0,218435.99,-20.3728059,-40.3115392,Espírito Santo
5462,apartment,Central-West,228.0,384906.07,-16.704149,-49.236637,Goiás
5463,apartment,Central-West,242.0,460534.23,-16.697735,-49.260067,Goiás
5465,apartment,Central-West,77.0,99856.45,-16.711205,-49.241066,Goiás
5466,apartment,Central-West,79.0,124820.57,-16.719257,-49.266308,Goiás
5467,apartment,Central-West,75.0,140423.14,-16.702679,-49.270164,Goiás
5468,apartment,Central-West,114.0,169131.87,-16.696392,-49.272102,Goiás
5469,apartment,Central-West,164.0,296448.85,-16.71133,-49.270039,Goiás
5470,apartment,Central-West,214.0,359126.56,-16.704149,-49.236637,Goiás
5471,apartment,Central-West,228.0,382495.16,-16.704149,-49.236637,Goiás
5472,apartment,Central-West,58.0,120229.66,-16.705791,-49.234077,Goiás
5473,apartment,Central-West,153.0,249641.14,-16.712337,-49.266994,Goiás
5474,apartment,Central-West,138.0,234038.56,-16.702679,-49.270164,Goiás
5475,apartment,Central-West,129.0,202833.42,-16.693975,-49.270466,Goiás
5476,apartment,Central-West,210.0,436871.99,-16.698107,-49.265507,Goiás
5477,apartment,Central-West,70.0,106097.48,-16.688147,-49.260067,Goiás
5479,apartment,Central-West,168.0,287087.31,-16.702497,-49.268478,Goiás
5480,apartment,Central-West,117.0,165387.25,-16.708189,-49.218273,Goiás
5481,apartment,Central-West,95.0,93615.42,-16.677952,-49.237267,Goiás
5482,apartment,Central-West,195.0,499282.28,-16.703724,-49.255001,Goiás
5483,apartment,Central-West,165.0,275539.22,-16.719257,-49.266308,Goiás
5485,apartment,Central-West,107.0,158748.67,-16.696836,-49.273716,Goiás
5486,apartment,Central-West,234.0,363837.92,-16.705084,-49.279266,Goiás
5487,apartment,Central-West,171.0,293016.28,-16.701618,-49.241066,Goiás
5488,apartment,Central-West,140.0,390064.28,-16.713921,-49.26767,Goiás
5490,apartment,Central-West,111.0,212194.96,-16.703724,-49.255001,Goiás
5492,apartment,Central-West,146.0,227797.54,-16.694746,-49.277805,Goiás
5495,apartment,Central-West,66.0,101775.26,-16.694746,-49.277805,Goiás
5496,apartment,Central-West,119.0,143543.65,-16.690566,-49.278075,Goiás
5497,apartment,Central-West,66.0,78277.88,-16.72934,-49.277834,Goiás
5498,apartment,Central-West,169.0,252509.31,-16.686891,-49.264794,Goiás
5499,apartment,Central-West,82.0,142036.48,-16.686205,-49.27106,Goiás
5500,apartment,Central-West,140.0,195694.71,-16.690458,-49.278923,Goiás
5501,apartment,Central-West,125.0,233571.11,-16.689434,-49.235973,Goiás
5502,apartment,Central-West,73.0,107316.45,-16.685824,-49.277508,Goiás
5503,apartment,Central-West,128.0,205163.81,-16.673714,-49.386167,Goiás
5504,apartment,Central-West,93.0,134182.11,-16.73509,-49.294606,Goiás
5505,apartment,Central-West,125.0,205163.81,-16.697674,-49.24402,Goiás
5506,apartment,Central-West,161.0,277760.24,-16.748275,-49.201476,Goiás
5507,apartment,Central-West,79.0,135723.75,-16.711568,-49.266992,Goiás
5508,apartment,Central-West,128.0,186225.61,-16.665388,-49.233402,Goiás
5509,apartment,Central-West,142.0,230414.74,-16.693957,-49.278135,Goiás
5510,apartment,Central-West,79.0,104160.09,-16.711157,-49.241903,Goiás
5511,apartment,Central-West,83.0,99856.45,-16.732983,-49.292641,Goiás
5512,apartment,Central-West,184.0,233571.11,-16.693052,-49.278867,Goiás
5513,apartment,Central-West,148.0,220945.64,-16.702686,-49.235372,Goiás
5514,apartment,Central-West,65.0,94375.35,-16.711382,-49.241173,Goiás
5515,apartment,Central-West,76.0,102581.9,-16.678562,-49.270203,Goiás
5516,apartment,Central-West,198.0,362982.13,-16.686156,-49.259398,Goiás
5517,apartment,Central-West,76.0,93112.8,-16.643723,-49.399113,Goiás
5518,apartment,Central-West,73.0,121520.1,-16.665117,-49.233589,Goiás
5519,apartment,Central-West,66.0,104160.09,-16.686891,-49.264794,Goiás
5520,apartment,Central-West,160.0,176756.51,-16.686891,-49.264794,Goiás
5521,apartment,Central-West,164.0,309323.9,-16.663095,-49.179778,Goiás
5522,apartment,Central-West,57.0,108894.64,-16.699814,-49.266269,Goiás
5523,apartment,Central-West,75.0,107316.45,-16.686891,-49.264794,Goiás
5525,apartment,Central-West,69.0,77330.97,-16.674693,-49.294235,Goiás
5526,apartment,Central-West,64.0,106097.48,-16.715705,-49.240678,Goiás
5528,apartment,Central-West,89.0,140423.14,-16.742831,-49.215325,Goiás
5529,apartment,Central-West,140.0,268291.14,-16.706637,-49.262365,Goiás
5530,apartment,Central-West,140.0,261978.41,-16.703497,-49.254325,Goiás
5533,apartment,Central-West,70.0,100372.45,-16.708444,-49.242547,Goiás
5534,apartment,Central-West,64.0,84906.25,-16.745821,-49.312065,Goiás
5535,apartment,Central-West,140.0,189381.98,-16.686891,-49.264794,Goiás
5536,apartment,Central-West,170.0,362982.13,-16.704149,-49.236637,Goiás
5539,apartment,Central-West,85.0,104160.09,-16.666599,-49.358753,Goiás
5540,apartment,Central-West,67.0,79856.06,-16.666599,-49.358753,Goiás
5541,apartment,Central-West,119.0,116785.55,-16.713839,-49.243211,Goiás
5542,apartment,Central-West,76.0,88378.25,-16.731049,-49.29164,Goiás
5543,apartment,Central-West,115.0,119941.92,-16.651654,-49.280365,Goiás
5544,apartment,Central-West,99.0,154661.95,-16.69212,-49.249741,Goiás
5545,apartment,Central-West,79.0,99425.54,-16.698269,-49.240708,Goiás
5546,apartment,Central-West,63.0,87062.34,-17.7310888769,-48.6439080268,Goiás
5547,apartment,Central-West,61.0,78909.15,-16.7233739,-49.2766927,Goiás
5548,apartment,Central-West,78.0,99853.33,-17.7315616858,-48.6412468001,Goiás
5549,house,Central-West,252.0,78909.15,-18.2212956892,-49.7412396438,Goiás
5550,apartment,Central-West,144.0,277760.24,-16.646467,-49.425158,Goiás
5551,apartment,Central-West,73.0,173600.15,-16.699814,-49.266269,Goiás
5552,apartment,Central-West,68.0,90494.91,-16.678562,-49.270203,Goiás
5553,apartment,Central-West,117.0,195694.71,-16.730607,-49.285175,Goiás
5554,apartment,Central-West,74.0,89956.44,-16.686891,-49.264794,Goiás
5555,apartment,Central-West,73.0,123098.28,-16.665117,-49.233589,Goiás
5556,apartment,Central-West,130.0,205163.81,-16.668905,-49.261114,Goiás
5557,apartment,Central-West,190.0,378448.33,-16.665393,-49.183087,Goiás
5558,apartment,Central-West,92.0,126254.65,-16.686891,-49.264794,Goiás
5559,apartment,Central-West,106.0,186225.61,-16.707376,-49.266157,Goiás
5560,apartment,Central-West,71.0,99425.54,-16.649025,-49.310947,Goiás
5561,apartment,Central-West,72.0,93112.8,-16.730327,-49.244082,Goiás
5562,apartment,Central-West,68.0,78909.15,-16.674693,-49.294235,Goiás
5564,apartment,Central-West,212.0,410327.63,-16.696445,-49.241304,Goiás
5565,apartment,Central-West,109.0,212194.96,-16.717234,-49.258668,Goiás
5566,apartment,Central-West,79.0,93112.8,-16.72934,-49.277834,Goiás
5567,apartment,Central-West,201.0,315636.63,-16.643697,-49.313273,Goiás
5568,house,Central-West,190.0,230414.74,-16.704465,-49.260942,Goiás
5569,house,Central-West,110.0,75752.79,-16.619041,-49.316118,Goiás
5570,house,Central-West,240.0,142036.48,-16.92635,-49.471817,Goiás
5571,house,Central-West,170.0,88378.25,-16.686891,-49.264794,Goiás
5572,house,Central-West,220.0,142036.48,-16.661617,-49.338409,Goiás
5573,house,Central-West,145.0,78012.85,-16.65216,-49.493117,Goiás
5574,house,Central-West,160.0,98296.19,-16.663608,-49.284105,Goiás
5575,house,Central-West,140.0,113629.19,-16.686891,-49.264794,Goiás
5576,house,Central-West,180.0,152905.19,-16.737666,-49.310802,Goiás
5578,house,Central-West,213.0,119941.92,-16.734757,-49.259139,Goiás
5579,house,Central-West,135.0,148349.22,-16.686891,-49.264794,Goiás
5580,house,Central-West,117.0,101003.72,-16.686891,-49.264794,Goiás
5581,house,Central-West,123.0,110472.82,-16.643985,-49.237976,Goiás
5582,house,Central-West,129.0,94690.99,-16.721646,-49.297776,Goiás
5583,apartment,Central-West,108.0,129509.12,-16.704931,-49.270203,Goiás
5585,apartment,Central-West,91.0,135742.37,-16.702433,-49.242295,Goiás
5586,apartment,Central-West,61.0,88378.25,-16.650923,-49.193023,Goiás
5588,apartment,Central-West,79.0,126254.65,-16.741945,-49.195144,Goiás
5589,apartment,Central-West,90.0,88378.25,-16.686891,-49.264794,Goiás
5590,apartment,Central-West,231.0,299854.8,-16.689665,-49.272333,Goiás
5591,house,Central-West,200.0,233571.11,-16.659097,-49.316545,Goiás
5592,apartment,Central-West,80.0,96269.17,-16.728956,-49.273504,Goiás
5593,house,Central-West,240.0,101003.72,-16.683196,-49.26239,Goiás
5594,apartment,Central-West,122.0,233571.11,-16.683572,-49.263695,Goiás
5595,apartment,Central-West,77.0,80487.34,-16.70659,-49.268385,Goiás
5596,apartment,Central-West,94.0,148349.22,-16.657905,-49.261701,Goiás
5597,apartment,Central-West,74.0,75752.79,-16.711532,-49.281923,Goiás
5598,house,Central-West,170.0,89956.44,-16.732676,-49.29896,Goiás
5599,apartment,Central-West,94.0,124820.57,-16.704675,-49.328186,Goiás
5600,apartment,Central-West,81.0,99425.54,-16.686891,-49.264794,Goiás
5601,apartment,Central-West,80.0,87374.39,-16.686891,-49.264794,Goiás
5602,apartment,Central-West,78.0,96584.81,-16.686891,-49.264794,Goiás
5603,apartment,Central-West,200.0,410327.63,-16.703844,-49.281862,Goiás
5604,house,Central-West,250.0,140423.14,-16.685056,-49.300489,Goiás
5605,apartment,Central-West,161.0,102976.97,-16.688402,-49.270458,Goiás
5606,house,Central-West,160.0,99856.45,-16.7409861,-48.5163566,Goiás
5607,house,Central-West,246.0,152905.19,-16.7409861,-48.5163566,Goiás
5609,apartment,Central-West,111.0,202833.42,-16.699052,-49.254866,Goiás
5611,apartment,Central-West,78.0,113629.19,-16.704402,-49.242377,Goiás
5612,house,Central-West,120.0,86800.07,-16.733365,-49.300913,Goiás
5614,apartment,Central-West,94.0,142036.48,-16.657871,-49.261654,Goiás
5615,house,Central-West,250.0,215895.46,-16.721503,-49.285015,Goiás
5616,apartment,Central-West,220.0,205163.81,-16.665183,-49.233544,Goiás
5617,house,Central-West,121.0,85221.89,-16.739159,-49.296893,Goiás
5618,apartment,Central-West,53.0,101003.72,-16.707413,-49.268388,Goiás
5619,apartment,Central-West,177.0,268291.14,-16.687289,-49.282031,Goiás
5620,house,Central-West,190.0,78909.15,-16.699791,-49.348659,Goiás
5621,apartment,Central-West,85.0,91534.62,-16.736416,-49.286678,Goiás
5622,apartment,Central-West,189.0,378763.96,-16.70812,-49.273285,Goiás
5623,apartment,Central-West,89.0,92991.32,-16.717369,-49.262711,Goiás
5624,apartment,Central-West,81.0,82065.52,-16.709995,-49.32822,Goiás
5625,apartment,Central-West,103.0,145192.85,-16.704617,-49.234615,Goiás
5626,apartment,Central-West,104.0,132567.38,-16.694746,-49.277805,Goiás
5627,apartment,Central-West,92.0,126254.65,-16.71764,-49.269855,Goiás
5628,apartment,Central-West,143.0,234038.56,-16.684557,-49.275272,Goiás
5629,house,Central-West,248.0,378763.96,-17.791122,-50.95237,Goiás
5630,house,Central-West,95.0,78909.15,-17.791847,-50.952965,Goiás
5631,apartment,Central-West,204.0,375607.6,-16.709902,-49.256559,Goiás
5632,apartment,Central-West,66.0,99856.45,-16.669008,-49.232863,Goiás
5633,apartment,Central-West,77.0,102976.97,-16.713023,-49.240381,Goiás
5634,apartment,Central-West,88.0,145482.11,-16.70025,-49.239697,Goiás
5635,apartment,Central-West,88.0,143062.47,-16.70025,-49.239697,Goiás
5636,apartment,Central-West,108.0,171940.33,-16.70025,-49.239697,Goiás
5637,apartment,Central-West,112.0,187230.85,-16.586477,-49.322316,Goiás
5638,apartment,Central-West,242.0,454828.68,-16.672836,-49.265665,Goiás
5639,apartment,Central-West,229.0,432438.68,-16.672836,-49.265665,Goiás
5640,apartment,Central-West,61.0,102976.97,-16.66299,-49.277694,Goiás
5641,apartment,Central-West,65.0,103398.86,-16.713165,-49.240524,Goiás
5642,apartment,Central-West,86.0,134182.11,-16.713165,-49.240524,Goiás
5643,apartment,Central-West,103.0,174748.79,-16.700442,-49.241293,Goiás
5644,apartment,Central-West,105.0,154465.45,-16.712423,-49.2419,Goiás
5645,apartment,Central-West,128.0,177869.31,-16.665388,-49.233402,Goiás
5646,apartment,Central-West,157.0,330303.62,-16.706637,-49.262365,Goiás
5647,apartment,Central-West,118.0,183704.67,-16.668905,-49.261114,Goiás
5648,apartment,Central-West,125.0,180989.82,-16.686891,-49.264794,Goiás
5649,apartment,Central-West,78.0,106097.48,-16.710703,-49.241889,Goiás
5650,apartment,Central-West,58.0,79573.11,-16.686891,-49.264794,Goiás
5651,apartment,Central-West,118.0,172879.29,-16.686891,-49.264794,Goiás
5652,apartment,Central-West,94.0,156025.71,-16.719157,-49.26359,Goiás
5653,apartment,Central-West,182.0,362664.6,-16.686891,-49.264794,Goiás
5654,apartment,Central-West,182.0,359349.99,-16.686891,-49.264794,Goiás
5655,apartment,Central-West,190.0,343256.56,-16.700959,-49.242863,Goiás
5656,apartment,Central-West,56.0,76452.59,-16.713165,-49.240524,Goiás
5658,apartment,Central-West,128.0,237273.91,-16.686891,-49.264794,Goiás
5659,apartment,Central-West,128.0,227988.51,-16.686891,-49.264794,Goiás
5660,apartment,Central-West,128.0,224376.83,-16.686891,-49.264794,Goiás
5661,apartment,Central-West,78.0,109217.99,-16.710703,-49.241889,Goiás
5662,apartment,Central-West,128.0,226175.49,-16.686891,-49.264794,Goiás
5663,apartment,Central-West,128.0,226549.33,-16.686891,-49.264794,Goiás
5665,apartment,Central-West,128.0,218467.2,-16.686891,-49.264794,Goiás
5666,apartment,Central-West,128.0,221119.64,-16.686891,-49.264794,Goiás
5667,apartment,Central-West,128.0,226549.33,-16.686891,-49.264794,Goiás
5668,apartment,Central-West,128.0,224376.83,-16.686891,-49.264794,Goiás
5669,apartment,Central-West,128.0,228450.66,-16.686891,-49.264794,Goiás
5670,apartment,Central-West,128.0,229364.66,-16.686891,-49.264794,Goiás
5671,apartment,Central-West,128.0,226018.84,-16.686891,-49.264794,Goiás
5672,apartment,Central-West,128.0,233988.64,-16.686891,-49.264794,Goiás
5673,apartment,Central-West,108.0,184139.67,-16.70025,-49.239697,Goiás
5675,apartment,Central-West,118.0,197500.15,-16.70025,-49.239697,Goiás
5677,apartment,Central-West,112.0,171628.28,-16.686891,-49.264794,Goiás
5678,apartment,Central-West,106.0,163430.69,-16.686891,-49.264794,Goiás
5679,apartment,Central-West,106.0,155892.77,-16.686891,-49.264794,Goiás
5680,apartment,Central-West,229.0,364183.36,-16.686891,-49.264794,Goiás
5681,apartment,Central-West,106.0,158122.07,-16.686891,-49.264794,Goiás
5682,apartment,Central-West,106.0,155304.25,-16.686891,-49.264794,Goiás
5684,apartment,Central-West,123.0,198484.36,-16.686891,-49.264794,Goiás
5685,apartment,Central-West,120.0,187540.72,-16.686891,-49.264794,Goiás
5686,apartment,Central-West,106.0,155026.52,-16.686891,-49.264794,Goiás
5687,apartment,Central-West,190.0,343256.56,-16.700959,-49.242863,Goiás
5688,apartment,Central-West,110.0,96735.94,-16.709947,-49.255944,Goiás
5689,apartment,Central-West,110.0,96735.94,-16.709947,-49.255944,Goiás
5690,apartment,Central-West,140.0,246834.86,-16.657904,-49.261726,Goiás
5691,apartment,Central-West,158.0,271472.25,-16.686891,-49.264794,Goiás
5692,apartment,Central-West,149.0,212194.96,-16.701616,-49.234019,Goiás
5693,apartment,Central-West,157.0,330303.62,-16.706637,-49.262365,Goiás
5694,apartment,Central-West,166.0,374340.63,-16.706637,-49.262365,Goiás
5695,apartment,Central-West,145.0,259002.68,-16.704408,-49.238818,Goiás
5696,apartment,Central-West,145.0,254321.91,-16.704408,-49.238818,Goiás
5697,apartment,Central-West,147.0,234038.56,-16.65306,-49.28045,Goiás
5698,apartment,Central-West,74.0,107657.74,-16.686891,-49.264794,Goiás
5699,apartment,Central-West,103.0,150972.35,-16.686891,-49.264794,Goiás
5700,apartment,Central-West,103.0,148165.76,-16.686891,-49.264794,Goiás
5701,apartment,Central-West,157.0,337719.52,-16.706637,-49.262365,Goiás
5702,apartment,Central-West,132.0,249641.14,-16.705353,-49.235489,Goiás
5703,apartment,Central-West,169.0,296448.85,-16.705353,-49.235489,Goiás
5704,apartment,Central-West,88.0,150382.88,-16.70025,-49.239697,Goiás
5705,apartment,Central-West,108.0,159635.21,-16.70025,-49.239697,Goiás
5706,apartment,Central-West,108.0,159546.58,-16.70025,-49.239697,Goiás
5708,apartment,Central-West,118.0,177796.6,-16.686891,-49.264794,Goiás
5709,apartment,Central-West,118.0,178658.49,-16.686891,-49.264794,Goiás
5710,apartment,Central-West,118.0,183704.67,-16.686891,-49.264794,Goiás
5711,apartment,Central-West,88.0,143748.98,-16.686891,-49.264794,Goiás
5712,apartment,Central-West,65.0,102976.97,-16.713165,-49.240524,Goiás
5713,apartment,Central-West,65.0,102976.97,-16.713165,-49.240524,Goiás
5714,apartment,Central-West,74.0,109217.99,-16.686891,-49.264794,Goiás
5715,apartment,Central-West,65.0,102976.97,-16.713165,-49.240524,Goiás
