,property_type,region,area_m2,price_usd,lat,lon,state
0,apartment,Northeast,110.0,187230.85,-9.6443051,-35.7088142,Alagoas
1,apartment,Northeast,65.0,81133.37,-9.6430934,-35.70484,Alagoas
2,house,Northeast,211.0,154465.45,-9.6227033,-35.7297953,Alagoas
3,apartment,Northeast,99.0,146013.2,-9.622837,-35.719556,Alagoas
4,apartment,Northeast,55.0,101416.71,-9.654955,-35.700227,Alagoas
5,apartment,Northeast,56.0,75727.07,-9.614414,-35.735621,Alagoas
6,apartment,Northeast,68.0,110916.18,-9.584755,-35.662909,Alagoas
7,apartment,Northeast,187.0,249641.14,-9.658285,-35.703827,Alagoas
9,apartment,Northeast,90.0,115459.02,-9.66082,-35.702976,Alagoas
10,apartment,Northeast,137.0,361979.65,-9.6637998,-35.7115455,Alagoas
11,apartment,Northeast,101.0,131061.59,-9.661504,-35.702961,Alagoas
12,house,Northeast,140.0,99856.45,-9.697809,-35.893414,Alagoas
13,apartment,Northeast,250.0,466625.47,-9.629426,-35.69973,Alagoas
15,apartment,Northeast,136.0,162941.08,-9.64956,-35.73711,Alagoas
16,apartment,Northeast,145.0,200197.52,-9.6608,-35.705772,Alagoas
17,apartment,Northeast,138.0,188295.26,-9.649588,-35.708401,Alagoas
18,apartment,Northeast,175.0,405666.85,-9.650917,-35.706558,Alagoas
20,apartment,Northeast,122.0,187230.85,-9.658275,-35.705242,Alagoas
21,apartment,Northeast,98.0,118579.54,-9.66082,-35.702976,Alagoas
22,apartment,Northeast,107.0,183069.25,-9.661148,-35.700417,Alagoas
23,apartment,Northeast,68.0,86366.47,-9.638323,-35.74342,Alagoas
24,apartment,Northeast,118.0,199559.38,-9.658285,-35.703827,Alagoas
25,apartment,Northeast,205.0,106050.67,-9.66356,-35.73373,Alagoas
26,apartment,Northeast,130.0,209074.45,-9.659634,-35.705776,Alagoas
27,apartment,North,93.0,148349.22,0.0204232,-51.0695784,Amapá
28,apartment,North,117.0,249641.14,-3.097695,-60.057747,Amazonas
29,house,North,110.0,118579.54,-3.0782332,-60.0047424,Amazonas
30,house,North,80.0,78012.85,-3.047664,-59.999931,Amazonas
32,house,Northeast,138.0,93615.42,-12.977729,-38.5093,Bahia
34,house,Northeast,202.0,154465.45,-12.852844,-38.32711,Bahia
35,apartment,Northeast,120.0,87374.39,-12.993305,-38.45739,Bahia
36,house,Northeast,202.0,154465.45,-12.852844,-38.32711,Bahia
37,apartment,Northeast,82.0,87374.39,-12.993305,-38.45739,Bahia
38,apartment,Northeast,88.0,168507.77,-12.964468,-38.417938,Bahia
39,house,Northeast,202.0,154465.45,-12.852844,-38.32711,Bahia
40,apartment,Northeast,127.0,202833.42,-12.985207,-38.456074,Bahia
41,house,Northeast,240.0,374461.71,-13.010818,-38.48336,Bahia
42,apartment,Northeast,139.0,202521.37,-12.96049,-38.405239,Bahia
43,apartment,Northeast,139.0,205641.88,-12.96049,-38.405239,Bahia
44,apartment,Northeast,139.0,327341.94,-12.96049,-38.405239,Bahia
45,house,Northeast,191.0,131061.59,-12.930742,-38.365299,Bahia
46,apartment,Northeast,84.0,109217.99,-12.477871,-38.126591,Bahia
48,apartment,Northeast,57.0,93303.37,-12.939807,-38.367931,Bahia
49,apartment,Northeast,182.0,468077.13,-13.004878,-38.532276,Bahia
51,apartment,Northeast,115.0,205953.94,-12.993305,-38.45739,Bahia
52,apartment,Northeast,105.0,106097.48,-12.996323,-38.481049,Bahia
53,apartment,Northeast,108.0,102976.97,-12.477871,-38.126591,Bahia
54,apartment,Northeast,72.0,143408.53,-12.965071,-38.435036,Bahia
55,apartment,Northeast,54.0,121388.0,-12.985207,-38.456074,Bahia
56,apartment,Northeast,55.0,89558.75,-12.985207,-38.456074,Bahia
57,apartment,Northeast,70.0,154465.45,-12.985207,-38.456074,Bahia
58,apartment,Northeast,107.0,190351.36,-13.000443,-38.45739,Bahia
60,apartment,Northeast,186.0,414965.98,-13.009664,-38.486431,Bahia
61,apartment,Northeast,90.0,177025.52,-12.964468,-38.417938,Bahia
62,apartment,Northeast,55.0,98296.19,-12.971756,-38.438103,Bahia
64,apartment,Northeast,225.0,390064.28,-13.002785,-38.519222,Bahia
65,apartment,Northeast,54.0,79573.11,-12.972996,-38.47842,Bahia
66,apartment,Northeast,225.0,254587.15,-13.000443,-38.45739,Bahia
67,apartment,Northeast,75.0,177931.09,-12.964468,-38.417938,Bahia
69,apartment,Northeast,75.0,107713.59,-12.973443,-38.431145,Bahia
71,apartment,Northeast,243.0,470485.55,-12.941992,-38.403465,Bahia
72,house,Northeast,99.0,87374.39,-12.385784,-41.320999,Bahia
73,apartment,Northeast,68.0,137302.62,-12.985207,-38.456074,Bahia
74,apartment,Northeast,66.0,122436.49,-12.973443,-38.431145,Bahia
75,apartment,Northeast,63.0,121127.12,-12.973443,-38.431145,Bahia
76,apartment,Northeast,90.0,204926.35,-12.985207,-38.456074,Bahia
77,apartment,Northeast,76.0,140423.14,-12.941992,-38.403465,Bahia
78,apartment,Northeast,83.0,153352.36,-12.937969,-38.381538,Bahia
79,apartment,Northeast,76.0,99856.45,-12.974552,-38.496819,Bahia
80,house,Northeast,70.0,78012.85,-12.852844,-38.32711,Bahia
81,apartment,Northeast,67.0,137674.59,-12.991246,-38.492966,Bahia
82,apartment,Northeast,56.0,99683.89,-12.957254,-38.429649,Bahia
84,apartment,Northeast,83.0,221393.62,-12.957254,-38.429649,Bahia
85,apartment,Northeast,83.0,206020.72,-12.957254,-38.429649,Bahia
86,apartment,Northeast,90.0,292482.05,-13.004092,-38.5047,Bahia
87,apartment,Northeast,89.0,149507.27,-13.000443,-38.45739,Bahia
88,apartment,Northeast,70.0,164886.72,-12.98223,-38.43898,Bahia
89,apartment,Northeast,61.0,121700.05,-12.98223,-38.43898,Bahia
90,apartment,Northeast,122.0,187230.85,-13.009679,-38.486305,Bahia
91,apartment,Northeast,80.0,132517.0,-12.949672,-38.409973,Bahia
92,apartment,Northeast,240.0,343256.56,-13.004092,-38.5047,Bahia
93,apartment,Northeast,106.0,171628.28,-13.000443,-38.45739,Bahia
94,apartment,Northeast,132.0,348481.86,-13.000164,-38.489021,Bahia
96,apartment,Northeast,133.0,267153.15,-12.984901,-38.439594,Bahia
97,apartment,Northeast,76.0,165948.63,-12.994164,-38.518372,Bahia
98,apartment,Northeast,76.0,173566.12,-12.994164,-38.518372,Bahia
100,apartment,Northeast,100.0,81133.37,-12.992462,-38.444553,Bahia
104,apartment,Northeast,66.0,131061.59,-13.004092,-38.5047,Bahia
105,apartment,Northeast,93.0,109217.99,-12.981397,-38.441444,Bahia
106,house,Northeast,120.0,81133.37,-12.7732,-38.789162,Bahia
107,apartment,Northeast,110.0,112338.51,-12.993305,-38.45739,Bahia
108,house,Northeast,151.0,118579.54,-12.852844,-38.32711,Bahia
109,apartment,Northeast,85.0,90494.91,-12.938337,-38.362667,Bahia
110,apartment,Northeast,115.0,152905.19,-13.000443,-38.45739,Bahia
111,apartment,Northeast,58.0,109217.99,-13.001169,-38.49419,Bahia
112,apartment,Northeast,191.0,207514.19,-13.000443,-38.45739,Bahia
115,apartment,Northeast,170.0,202833.42,-12.958966,-38.405651,Bahia
116,apartment,Northeast,67.0,215647.81,-12.9349962,-38.3576186,Bahia
117,apartment,Northeast,185.0,138862.88,-12.998506,-38.52309,Bahia
118,apartment,Northeast,56.0,81133.37,-13.004878,-38.532276,Bahia
120,apartment,Northeast,95.0,109217.99,-13.004878,-38.532276,Bahia
121,apartment,Northeast,120.0,112338.51,-12.996323,-38.481049,Bahia
122,apartment,Northeast,110.0,112338.51,-12.985207,-38.456074,Bahia
123,apartment,Northeast,110.0,118579.54,-12.985207,-38.456074,Bahia
124,apartment,Northeast,114.0,241839.85,-13.002217,-38.516796,Bahia
125,apartment,Northeast,98.0,155713.66,-13.002217,-38.516796,Bahia
126,apartment,Northeast,83.0,134119.7,-13.000443,-38.45739,Bahia
127,apartment,Northeast,102.0,190507.39,-13.007612,-38.49474,Bahia
128,apartment,Northeast,63.0,196592.39,-13.004092,-38.5047,Bahia
129,apartment,Northeast,80.0,99856.45,-12.993305,-38.45739,Bahia
130,apartment,Northeast,120.0,84253.88,-12.992462,-38.444553,Bahia
131,apartment,Northeast,115.0,115459.02,-12.992462,-38.444553,Bahia
132,apartment,Northeast,80.0,107657.74,-12.993305,-38.45739,Bahia
133,apartment,Northeast,80.0,92991.32,-12.974552,-38.496819,Bahia
134,apartment,Northeast,70.0,87374.39,-12.974552,-38.496819,Bahia
136,apartment,Northeast,143.0,202833.42,-12.9857,-38.519516,Bahia
137,house,Northeast,140.0,106097.48,-12.920561,-38.318233,Bahia
138,house,Northeast,197.0,148224.42,-12.12635,-38.40873,Bahia
139,apartment,Northeast,114.0,152905.19,-12.991933,-38.465279,Bahia
140,apartment,Northeast,95.0,101416.71,-13.007857,-38.498463,Bahia
141,apartment,Northeast,90.0,109217.99,-13.010818,-38.48336,Bahia
142,apartment,Northeast,152.0,327653.99,-13.000164,-38.489021,Bahia
143,house,Northeast,66.0,171628.28,-12.905073,-38.684437,Bahia
144,apartment,Northeast,244.0,187230.85,-12.98223,-38.43898,Bahia
145,apartment,Northeast,206.0,374461.71,-13.004878,-38.532276,Bahia
146,apartment,Northeast,195.0,243400.11,-13.002785,-38.519222,Bahia
147,house,Northeast,110.0,93615.42,-12.852844,-38.32711,Bahia
148,apartment,Northeast,151.0,143543.65,-12.991933,-38.465279,Bahia
150,apartment,Northeast,125.0,90463.7,-12.974986,-38.490906,Bahia
151,apartment,Northeast,70.0,74892.34,-13.000443,-38.45739,Bahia
152,apartment,Northeast,184.0,374461.71,-12.993533,-38.526047,Bahia
153,apartment,Northeast,106.0,118579.54,-13.009679,-38.486305,Bahia
154,apartment,Northeast,92.0,82693.62,-13.010818,-38.48336,Bahia
155,apartment,Northeast,115.0,177869.31,-13.004092,-38.5047,Bahia
156,apartment,Northeast,78.0,96735.94,-13.010534,-38.485542,Bahia
157,apartment,Northeast,115.0,115459.02,-12.992462,-38.444553,Bahia
158,apartment,Northeast,71.0,84253.88,-12.992462,-38.444553,Bahia
159,apartment,Northeast,59.0,113898.77,-12.992462,-38.444553,Bahia
160,apartment,Northeast,142.0,115146.97,-12.992462,-38.444553,Bahia
161,apartment,Northeast,82.0,81133.37,-12.992462,-38.444553,Bahia
162,house,Northeast,250.0,374461.71,-12.991933,-38.465279,Bahia
163,apartment,Northeast,95.0,187230.85,-12.991933,-38.465279,Bahia
164,apartment,Northeast,90.0,184110.34,-13.00525,-38.516327,Bahia
165,apartment,Northeast,215.0,374461.71,-13.002785,-38.519222,Bahia
166,apartment,Northeast,54.0,92679.27,-12.985579,-38.470348,Bahia
167,apartment,Northeast,78.0,134182.11,-12.985591,-38.469273,Bahia
168,apartment,Northeast,186.0,411471.01,-13.009664,-38.486431,Bahia
169,apartment,Northeast,220.0,343256.56,-13.009679,-38.486305,Bahia
170,apartment,Northeast,203.0,265243.71,-13.000443,-38.45739,Bahia
171,apartment,Northeast,114.0,202833.42,-13.000443,-38.45739,Bahia
172,apartment,Northeast,180.0,265243.71,-13.000443,-38.45739,Bahia
174,apartment,Northeast,235.0,165387.25,-13.000443,-38.45739,Bahia
175,apartment,Northeast,155.0,310491.16,-12.993305,-38.45739,Bahia
176,apartment,Northeast,155.0,296448.85,-12.993305,-38.45739,Bahia
178,apartment,Northeast,195.0,452474.56,-12.985207,-38.456074,Bahia
179,apartment,Northeast,127.0,180989.82,-12.985207,-38.456074,Bahia
180,apartment,Northeast,128.0,152905.19,-12.985207,-38.456074,Bahia
182,apartment,Northeast,186.0,234038.56,-12.985207,-38.456074,Bahia
183,apartment,Northeast,212.0,415028.39,-12.94999,-38.391624,Bahia
184,apartment,Northeast,98.0,227797.54,-13.004092,-38.5047,Bahia
185,apartment,Northeast,55.0,140423.14,-13.004092,-38.5047,Bahia
186,apartment,Northeast,168.0,312051.42,-12.993533,-38.526047,Bahia
187,apartment,Northeast,180.0,277725.76,-12.964468,-38.417938,Bahia
188,apartment,Northeast,75.0,85703.4,-12.970389,-38.424129,Bahia
189,apartment,Northeast,116.0,208450.35,-12.951526,-38.392464,Bahia
190,apartment,Northeast,143.0,253385.75,-12.951526,-38.392464,Bahia
191,apartment,Northeast,210.0,327653.99,-12.96049,-38.405239,Bahia
192,apartment,Northeast,139.0,234038.56,-12.96049,-38.405239,Bahia
193,apartment,Northeast,75.0,131061.59,-12.983234,-38.443928,Bahia
194,apartment,Northeast,128.0,234038.56,-12.984901,-38.439594,Bahia
195,apartment,Northeast,59.0,145790.42,-12.98223,-38.43898,Bahia
196,apartment,Northeast,70.0,126880.1,-12.981397,-38.441444,Bahia
197,apartment,Northeast,90.0,131061.59,-13.002345,-38.528343,Bahia
198,apartment,Northeast,170.0,202833.42,-12.993533,-38.526047,Bahia
199,apartment,Northeast,230.0,405666.85,-12.993533,-38.526047,Bahia
201,apartment,Northeast,100.0,227797.54,-12.992472,-38.52298,Bahia
202,apartment,Northeast,185.0,212194.96,-12.992102,-38.521461,Bahia
203,apartment,Northeast,67.0,131061.59,-12.982599,-38.499725,Bahia
204,apartment,Northeast,103.0,186669.16,-12.998506,-38.52309,Bahia
205,apartment,Northeast,122.0,249641.14,-12.998506,-38.52309,Bahia
206,apartment,Northeast,230.0,296448.85,-12.998506,-38.52309,Bahia
207,apartment,Northeast,166.0,187230.85,-12.998506,-38.52309,Bahia
208,apartment,Northeast,102.0,265243.71,-12.998506,-38.52309,Bahia
209,apartment,Northeast,164.0,414404.29,-12.998506,-38.52309,Bahia
210,apartment,Northeast,120.0,98296.19,-12.998506,-38.52309,Bahia
211,apartment,Northeast,89.0,160706.48,-12.970966,-38.436806,Bahia
212,apartment,Northeast,109.0,146664.17,-12.968704,-38.435516,Bahia
213,apartment,Northeast,71.0,106097.48,-12.993493,-38.477962,Bahia
215,apartment,Northeast,100.0,109217.99,-12.993493,-38.477962,Bahia
216,apartment,Northeast,100.0,146664.17,-12.99183,-38.477451,Bahia
217,apartment,Northeast,156.0,390064.28,-13.002883,-38.486099,Bahia
219,apartment,Northeast,140.0,234038.56,-12.994513,-38.479004,Bahia
220,house,Northeast,73.0,81133.37,-12.852844,-38.32711,Bahia
222,apartment,Northeast,71.0,81133.37,-12.852844,-38.32711,Bahia
223,apartment,Northeast,71.0,78012.85,-12.852844,-38.32711,Bahia
224,apartment,Northeast,143.0,296448.85,-12.941992,-38.403465,Bahia
225,apartment,Northeast,158.0,180989.82,-12.941992,-38.403465,Bahia
226,apartment,Northeast,75.0,77388.75,-12.999527,-38.46265,Bahia
227,apartment,Northeast,128.0,235843.06,-12.98223,-38.43898,Bahia
228,house,Northeast,156.0,193471.88,-12.852844,-38.32711,Bahia
229,house,Northeast,170.0,171628.28,-12.852844,-38.32711,Bahia
231,apartment,Northeast,136.0,109217.99,-12.852844,-38.32711,Bahia
232,apartment,Northeast,68.0,101416.71,-12.98516,-38.482758,Bahia
233,apartment,Northeast,71.0,121700.05,-13.001169,-38.49419,Bahia
234,apartment,Northeast,165.0,343256.56,-12.993305,-38.45739,Bahia
235,apartment,Northeast,71.0,170068.02,-13.004092,-38.5047,Bahia
236,apartment,Northeast,72.0,118579.54,-12.983234,-38.443928,Bahia
237,apartment,Northeast,83.0,132621.85,-12.937969,-38.381538,Bahia
238,apartment,Northeast,67.0,99856.45,-12.937969,-38.381538,Bahia
239,apartment,Northeast,70.0,102976.97,-12.974941,-38.440117,Bahia
240,apartment,Northeast,67.0,102976.97,-12.931565,-38.40873,Bahia
241,apartment,Northeast,156.0,321412.96,-13.002883,-38.486099,Bahia
242,apartment,Northeast,54.0,93615.42,-12.941992,-38.403465,Bahia
243,apartment,Northeast,195.0,390064.28,-12.950598,-38.40873,Bahia
244,apartment,Northeast,142.0,262123.19,-12.950598,-38.40873,Bahia
246,apartment,Northeast,137.0,196592.39,-12.941992,-38.403465,Bahia
248,apartment,Northeast,128.0,152905.19,-12.985207,-38.456074,Bahia
249,apartment,Northeast,111.0,174748.79,-12.985207,-38.456074,Bahia
250,house,Northeast,120.0,121700.05,-12.852844,-38.32711,Bahia
252,apartment,Northeast,71.0,81133.37,-12.852844,-38.32711,Bahia
253,apartment,Northeast,186.0,234038.56,-12.985207,-38.456074,Bahia
254,apartment,Northeast,186.0,411471.01,-13.009664,-38.486431,Bahia
255,apartment,Northeast,128.0,234038.56,-12.984901,-38.439594,Bahia
256,apartment,Northeast,122.0,249641.14,-12.998506,-38.52309,Bahia
257,apartment,Northeast,59.0,145790.42,-12.98223,-38.43898,Bahia
258,apartment,Northeast,140.0,234038.56,-12.994513,-38.479004,Bahia
259,apartment,Northeast,180.0,277725.76,-12.964468,-38.417938,Bahia
260,apartment,Northeast,210.0,246520.62,-12.993533,-38.526047,Bahia
261,apartment,Northeast,59.0,113898.77,-12.992462,-38.444553,Bahia
262,apartment,Northeast,71.0,106097.48,-12.993493,-38.477962,Bahia
264,apartment,Northeast,55.0,140423.14,-13.004092,-38.5047,Bahia
265,apartment,Northeast,98.0,174748.79,-12.993305,-38.45739,Bahia
266,apartment,Northeast,127.0,180989.82,-12.985207,-38.456074,Bahia
267,apartment,Northeast,235.0,165387.25,-13.000443,-38.45739,Bahia
268,apartment,Northeast,195.0,452474.56,-12.985207,-38.456074,Bahia
269,apartment,Northeast,170.0,202833.42,-12.993533,-38.526047,Bahia
270,apartment,Northeast,95.0,187230.85,-12.991933,-38.465279,Bahia
271,apartment,Northeast,230.0,405666.85,-12.993533,-38.526047,Bahia
272,apartment,Northeast,185.0,212194.96,-12.992102,-38.521461,Bahia
273,apartment,Northeast,90.0,184110.34,-13.00525,-38.516327,Bahia
274,apartment,Northeast,75.0,131061.59,-12.983234,-38.443928,Bahia
275,apartment,Northeast,166.0,187230.85,-12.998506,-38.52309,Bahia
276,apartment,Northeast,100.0,227797.54,-12.992472,-38.52298,Bahia
277,apartment,Northeast,71.0,78012.85,-12.852844,-38.32711,Bahia
278,house,Northeast,250.0,374461.71,-12.991933,-38.465279,Bahia
279,apartment,Northeast,158.0,180989.82,-12.941992,-38.403465,Bahia
280,apartment,Northeast,102.0,265243.71,-12.998506,-38.52309,Bahia
281,apartment,Northeast,54.0,92679.27,-12.985579,-38.470348,Bahia
282,apartment,Northeast,128.0,235843.06,-12.98223,-38.43898,Bahia
283,apartment,Northeast,164.0,414404.29,-12.998506,-38.52309,Bahia
284,apartment,Northeast,210.0,327653.99,-12.96049,-38.405239,Bahia
285,apartment,Northeast,139.0,234038.56,-12.96049,-38.405239,Bahia
286,apartment,Northeast,215.0,374461.71,-13.002785,-38.519222,Bahia
287,apartment,Northeast,180.0,265243.71,-13.000443,-38.45739,Bahia
288,apartment,Northeast,212.0,415028.39,-12.94999,-38.391624,Bahia
289,apartment,Northeast,120.0,98296.19,-12.998506,-38.52309,Bahia
291,apartment,Northeast,168.0,312051.42,-12.993533,-38.526047,Bahia
292,apartment,Northeast,142.0,115146.97,-12.992462,-38.444553,Bahia
294,apartment,Northeast,78.0,134182.11,-12.985591,-38.469273,Bahia
295,apartment,Northeast,100.0,109217.99,-12.993493,-38.477962,Bahia
296,apartment,Northeast,198.0,218435.99,-12.985207,-38.456074,Bahia
297,apartment,Northeast,114.0,202833.42,-13.000443,-38.45739,Bahia
298,apartment,Northeast,82.0,81133.37,-12.992462,-38.444553,Bahia
300,apartment,Northeast,203.0,265243.71,-13.000443,-38.45739,Bahia
301,apartment,Northeast,90.0,131061.59,-13.002345,-38.528343,Bahia
302,apartment,Northeast,75.0,85703.4,-12.970389,-38.424129,Bahia
305,apartment,Northeast,67.0,131061.59,-12.982599,-38.499725,Bahia
306,apartment,Northeast,156.0,390064.28,-13.002883,-38.486099,Bahia
307,apartment,Northeast,116.0,208450.35,-12.951526,-38.392464,Bahia
308,apartment,Northeast,143.0,253385.75,-12.951526,-38.392464,Bahia
309,apartment,Northeast,109.0,146664.17,-12.968704,-38.435516,Bahia
310,apartment,Northeast,155.0,310491.16,-12.993305,-38.45739,Bahia
312,apartment,Northeast,71.0,84253.88,-12.992462,-38.444553,Bahia
313,apartment,Northeast,100.0,146664.17,-12.99183,-38.477451,Bahia
314,apartment,Northeast,103.0,186669.16,-12.998506,-38.52309,Bahia
315,apartment,Northeast,89.0,160706.48,-12.970966,-38.436806,Bahia
316,apartment,Northeast,143.0,296448.85,-12.941992,-38.403465,Bahia
317,apartment,Northeast,75.0,77388.75,-12.999527,-38.46265,Bahia
318,house,Northeast,170.0,93615.42,-12.930742,-38.365299,Bahia
319,apartment,Northeast,230.0,464956.62,-13.002785,-38.519222,Bahia
320,apartment,Northeast,73.0,104537.22,-12.985207,-38.456074,Bahia
322,apartment,Northeast,200.0,187230.85,-12.958966,-38.405651,Bahia
323,apartment,Northeast,74.0,101416.71,-12.852844,-38.32711,Bahia
324,apartment,Northeast,142.0,274605.25,-12.950598,-38.40873,Bahia
325,apartment,Northeast,77.0,109217.99,-13.001876,-38.501404,Bahia
326,apartment,Northeast,200.0,187230.85,-12.958966,-38.405651,Bahia
328,apartment,Northeast,210.0,238719.34,-13.000443,-38.45739,Bahia
329,apartment,Northeast,105.0,136490.6,-12.998506,-38.52309,Bahia
330,apartment,Northeast,210.0,238719.34,-13.000443,-38.45739,Bahia
331,apartment,Northeast,105.0,136490.6,-12.998506,-38.52309,Bahia
332,apartment,Northeast,186.0,405666.85,-13.009664,-38.486431,Bahia
334,apartment,Northeast,128.0,140423.14,-13.002345,-38.528343,Bahia
335,apartment,Northeast,139.0,249641.14,-12.993305,-38.45739,Bahia
336,apartment,Northeast,182.0,436871.99,-13.004878,-38.532276,Bahia
337,apartment,Northeast,139.0,249641.14,-12.993305,-38.45739,Bahia
338,apartment,Northeast,182.0,436871.99,-13.004878,-38.532276,Bahia
339,apartment,Northeast,204.0,452474.56,-13.002883,-38.486099,Bahia
340,apartment,Northeast,204.0,468077.13,-13.002883,-38.486099,Bahia
341,apartment,Northeast,82.0,131061.59,-12.990577,-38.510612,Bahia
342,apartment,Northeast,82.0,131061.59,-12.990577,-38.510612,Bahia
343,apartment,Northeast,110.0,93615.42,-12.992462,-38.444553,Bahia
344,apartment,Northeast,106.0,185670.59,-12.9371316,-38.3556842,Bahia
345,apartment,Northeast,63.0,109217.99,-12.974083,-38.431091,Bahia
346,apartment,Northeast,110.0,93615.42,-12.992462,-38.444553,Bahia
347,apartment,Northeast,106.0,185670.59,-12.9371316,-38.3556842,Bahia
348,apartment,Northeast,63.0,109217.99,-12.974083,-38.431091,Bahia
349,apartment,Northeast,67.0,112338.51,-12.971625,-38.486305,Bahia
350,apartment,Northeast,88.0,121700.05,-12.985591,-38.469273,Bahia
351,apartment,Northeast,88.0,121700.05,-12.985591,-38.469273,Bahia
352,apartment,Northeast,133.0,199182.42,-12.952238,-38.395287,Bahia
354,apartment,Northeast,67.0,106097.48,-12.937969,-38.381538,Bahia
355,apartment,Northeast,82.0,127941.08,-12.937969,-38.381538,Bahia
356,apartment,Northeast,67.0,106097.48,-12.937969,-38.381538,Bahia
358,apartment,Northeast,110.0,215315.48,-12.993305,-38.45739,Bahia
359,apartment,Northeast,112.0,196592.39,-12.993533,-38.526047,Bahia
361,apartment,Northeast,53.0,90800.72,-12.985591,-38.469273,Bahia
362,apartment,Northeast,60.0,96735.94,-13.007857,-38.498463,Bahia
363,house,Northeast,200.0,249641.14,-12.968771,-38.42057,Bahia
364,apartment,Northeast,79.0,156457.9,-12.98223,-38.43898,Bahia
365,apartment,Northeast,103.0,252888.97,-12.998506,-38.52309,Bahia
366,apartment,Northeast,90.0,158740.56,-12.970966,-38.436806,Bahia
367,apartment,Northeast,84.0,146664.17,-13.000443,-38.45739,Bahia
368,apartment,Northeast,59.0,130749.54,-13.000164,-38.489021,Bahia
369,apartment,Northeast,97.0,193471.88,-13.000443,-38.45739,Bahia
370,apartment,Northeast,110.0,152905.19,-12.983924,-38.450443,Bahia
371,apartment,Northeast,84.0,146664.17,-13.000443,-38.45739,Bahia
372,apartment,Northeast,59.0,130749.54,-13.000164,-38.489021,Bahia
374,apartment,Northeast,115.0,288335.51,-13.000164,-38.489021,Bahia
375,apartment,Northeast,113.0,101416.71,-14.827576,-39.029541,Bahia
376,apartment,Northeast,109.0,160706.48,-14.801797,-39.041534,Bahia
377,apartment,Northeast,112.0,90494.91,-14.859674,-40.820404,Bahia
378,house,Northeast,190.0,106097.48,-14.841515,-39.02878,Bahia
380,house,Northeast,130.0,84253.88,-12.147748,-44.995347,Bahia
381,house,Northeast,80.0,468077.13,-12.973864,-38.466591,Bahia
382,apartment,Northeast,70.0,133462.52,-12.965071,-38.435036,Bahia
383,apartment,Northeast,65.0,102641.2,-12.938337,-38.362667,Bahia
384,apartment,Northeast,67.0,86296.26,-12.149824,-44.992315,Bahia
386,house,Northeast,145.0,78012.85,-12.146704,-45.009677,Bahia
387,house,Northeast,96.0,202833.42,-16.444413,-39.065332,Bahia
388,apartment,Northeast,86.0,132683.01,-14.78655,-39.03495,Bahia
389,house,Northeast,110.0,109217.99,-14.834512,-39.026514,Bahia
390,apartment,Northeast,75.0,76452.59,-14.844938,-39.026431,Bahia
391,apartment,Northeast,113.0,102581.9,-14.827576,-39.029541,Bahia
392,house,Northeast,114.0,95487.73,-14.841484,-39.028789,Bahia
393,apartment,Northeast,58.0,91811.77,-14.816835,-39.025423,Bahia
394,apartment,Northeast,132.0,78012.85,-12.139819,-45.012824,Bahia
395,apartment,Northeast,84.0,122636.21,-14.78619,-39.03628,Bahia
397,house,Northeast,110.0,90494.91,-12.15477,-45.0016,Bahia
398,apartment,Northeast,96.0,87374.39,-12.144439,-44.996502,Bahia
399,house,Northeast,182.0,109217.99,-14.841515,-39.02878,Bahia
400,house,Northeast,136.0,101416.71,-14.841515,-39.02878,Bahia
401,apartment,Northeast,194.0,102976.97,-12.149369,-44.990957,Bahia
402,apartment,Northeast,220.0,405666.85,-13.009679,-38.486305,Bahia
403,apartment,Northeast,220.0,405666.85,-13.009679,-38.486305,Bahia
404,apartment,Northeast,142.0,343256.56,-12.950598,-38.40873,Bahia
405,apartment,Northeast,108.0,168507.77,-12.993305,-38.45739,Bahia
406,apartment,Northeast,108.0,168507.77,-12.993305,-38.45739,Bahia
407,apartment,Northeast,74.0,102976.97,-12.990577,-38.510612,Bahia
408,apartment,Northeast,140.0,140423.14,-13.009875,-38.481541,Bahia
409,apartment,Northeast,94.0,165387.25,-12.970382,-38.512382,Bahia
410,apartment,Northeast,67.0,140423.14,-12.985207,-38.456074,Bahia
411,apartment,Northeast,140.0,140423.14,-13.009875,-38.481541,Bahia
412,apartment,Northeast,60.0,117647.44,-12.993782,-38.492218,Bahia
413,apartment,Northeast,110.0,126968.0,-12.971756,-38.438103,Bahia
414,apartment,Northeast,105.0,218435.99,-12.993305,-38.45739,Bahia
415,apartment,Northeast,110.0,126968.0,-12.971756,-38.438103,Bahia
416,apartment,Northeast,105.0,218435.99,-12.993305,-38.45739,Bahia
417,apartment,Northeast,115.0,143543.65,-13.000443,-38.45739,Bahia
418,apartment,Northeast,115.0,143543.65,-13.000443,-38.45739,Bahia
419,apartment,Northeast,65.0,86219.8,-14.840205,-39.031994,Bahia
420,apartment,Northeast,74.0,109998.12,-14.805622,-39.037059,Bahia
421,apartment,Northeast,115.0,196592.39,-13.009623,-38.514156,Bahia
422,apartment,Northeast,110.0,131061.59,-12.983924,-38.450443,Bahia
423,apartment,Northeast,57.0,98296.19,-12.957254,-38.429649,Bahia
425,house,Northeast,182.0,102976.97,-14.841515,-39.02878,Bahia
426,apartment,Northeast,243.0,452474.56,-12.950598,-38.40873,Bahia
427,house,Northeast,115.0,93615.42,-14.841484,-39.028789,Bahia
428,house,Northeast,115.0,93615.42,-14.841484,-39.028789,Bahia
430,house,Northeast,159.0,109217.99,-14.841484,-39.028789,Bahia
